customer_code,date,final_premium_amt(INR),policy_id,sales_mode
SUNS5C,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Direct
SUNS93,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Direct
SUNSNFM,2022-11-26 00:00:00,5000,POL4321HEL,Offline-Agent
SUNSV8S,2022-11-05 00:00:00,5000,POL4321HEL,Offline-Agent
SUNTE9J,2022-11-05 00:00:00,5000,POL4321HEL,Offline-Agent
SUNTF4R,2022-11-18 00:00:00,5000,POL4321HEL,Online-App
SUNTNZN,2022-11-08 00:00:00,5000,POL4321HEL,Offline-Agent
SUNTO1,2022-11-29 00:00:00,5000,POL4321HEL,Offline-Direct
SUNTS3U,2022-11-19 00:00:00,5000,POL4321HEL,Offline-Direct
SUNTT5,2022-11-15 00:00:00,5000,POL4321HEL,Offline-Agent
SUNU2I,2022-11-21 00:00:00,5000,POL4321HEL,Offline-Direct
SUNU689,2022-11-20 00:00:00,5000,POL4321HEL,Offline-Agent
SUNU8N4,2022-11-06 00:00:00,5000,POL4321HEL,Offline-Agent
SUNUMD,2022-11-08 00:00:00,5000,POL4321HEL,Offline-Agent
SUNUQW,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Agent
SUNUT,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Direct
SUNVA6T,2022-11-15 00:00:00,5000,POL4321HEL,Offline-Direct
SUNVE9,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Agent
SUNVPC8,2022-11-17 00:00:00,5000,POL4321HEL,Offline-Agent
SUNVQEO,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Agent
SUNVZDU,2022-11-20 00:00:00,5000,POL4321HEL,Offline-Direct
SUNW7U,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Direct
SUNW8DU,2022-11-19 00:00:00,5000,POL4321HEL,Online-App
SUNWBQA,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Agent
SUNWCJ,2022-11-18 00:00:00,5000,POL4321HEL,Offline-Direct
SUNWEQX,2022-11-26 00:00:00,5000,POL4321HEL,Offline-Agent
SUNWIJC,2022-11-26 00:00:00,5000,POL4321HEL,Offline-Direct
SUNWO0O,2022-11-13 00:00:00,5000,POL4321HEL,Offline-Agent
SUNWRV,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Agent
SUNWX9,2022-11-24 00:00:00,5000,POL4321HEL,Offline-Agent
SUNX2Q,2022-11-25 00:00:00,5000,POL4321HEL,Offline-Direct
SUNX3YC,2022-11-08 00:00:00,5000,POL4321HEL,Offline-Agent
SUNX6H,2022-11-08 00:00:00,5000,POL4321HEL,Offline-Direct
SUNX7L,2022-11-03 00:00:00,5000,POL4321HEL,Offline-Agent
SUNXEFE,2022-11-14 00:00:00,5000,POL4321HEL,Offline-Direct
SUNXHF,2022-11-12 00:00:00,5000,POL4321HEL,Offline-Direct
SUNXNV,2022-11-19 00:00:00,5000,POL4321HEL,Offline-Agent
SUNXOH,2022-11-15 00:00:00,5000,POL4321HEL,Offline-Agent
SUNYCB,2022-11-02 00:00:00,5000,POL4321HEL,Offline-Agent
SUNYE9K,2022-11-20 00:00:00,5000,POL4321HEL,Offline-Direct
SUNYFBH,2022-11-09 00:00:00,5000,POL4321HEL,Offline-Direct
SUNYIY,2022-11-20 00:00:00,5000,POL4321HEL,Offline-Direct
SUNZ1E,2022-11-06 00:00:00,5000,POL4321HEL,Offline-Agent
SUNZ7M9,2022-11-24 00:00:00,5000,POL4321HEL,Offline-Agent
SUNZ7RO,2022-11-19 00:00:00,5000,POL4321HEL,Offline-Direct
SUNZ9E,2022-11-15 00:00:00,5000,POL4321HEL,Offline-Direct
SUNZAZ8,2022-11-22 00:00:00,5000,POL4321HEL,Offline-Direct
SUNZLTW,2022-11-07 00:00:00,5000,POL4321HEL,Offline-Agent
SUNZUP,2022-11-02 00:00:00,5000,POL4321HEL,Offline-Direct
SUNZXBF,2022-11-13 00:00:00,5000,POL4321HEL,Online-App
SUN01B,2022-12-18 00:00:00,5100,POL4321HEL,Offline-Direct
SUN01Q,2023-01-30 00:00:00,5100,POL4321HEL,Offline-Agent
SUN02C,2023-01-29 00:00:00,5100,POL4321HEL,Offline-Agent
SUN056,2023-01-06 00:00:00,5100,POL4321HEL,Online-App
SUN07Q,2023-01-28 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0L12,2023-01-31 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0O71,2022-12-09 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0T2,2022-12-30 00:00:00,5100,POL4321HEL,Offline-Direct
SUN0U6L,2022-12-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN0UQ,2022-12-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUN111,2023-01-04 00:00:00,5100,POL4321HEL,Offline-Direct
SUN15J,2023-01-15 00:00:00,5100,POL4321HEL,Offline-Agent
SUN15O,2023-01-05 00:00:00,5100,POL4321HEL,Offline-Agent
SUN18V,2022-12-18 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1A1F,2022-12-13 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1A8E,2023-01-21 00:00:00,5100,POL4321HEL,Online-App
SUN1CH,2023-01-21 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1IZ,2022-12-18 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1J,2023-01-09 00:00:00,5100,POL4321HEL,Offline-Direct
SUN1JJY,2023-01-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1QED,2023-01-28 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1QEX,2023-01-28 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1T9,2023-01-09 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1XY,2023-01-12 00:00:00,5100,POL4321HEL,Offline-Agent
SUN1YW7,2023-01-23 00:00:00,5100,POL4321HEL,Offline-Agent
SUN21UX,2023-01-28 00:00:00,5100,POL4321HEL,Offline-Agent
SUN21V,2022-12-23 00:00:00,5100,POL4321HEL,Online-Website
SUN223Y,2022-12-04 00:00:00,5100,POL4321HEL,Offline-Agent
SUN22CA,2022-12-31 00:00:00,5100,POL4321HEL,Online-App
SUN260,2023-01-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN283J,2022-12-25 00:00:00,5100,POL4321HEL,Offline-Agent
SUN2HP0,2022-12-17 00:00:00,5100,POL4321HEL,Offline-Direct
SUN2M,2022-12-06 00:00:00,5100,POL4321HEL,Offline-Agent
SUN2MU,2022-12-11 00:00:00,5100,POL4321HEL,Online-App
SUN2Q6M,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Direct
SUN2QA,2022-12-02 00:00:00,5100,POL4321HEL,Offline-Agent
SUN2T13,2022-12-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUN2WND,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUN31M5,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Direct
SUN31WP,2022-12-05 00:00:00,5100,POL4321HEL,Offline-Agent
SUN36T,2022-12-06 00:00:00,5100,POL4321HEL,Offline-Agent
SUN397I,2022-12-26 00:00:00,5100,POL4321HEL,Offline-Agent
SUN39Y,2023-01-19 00:00:00,5100,POL4321HEL,Offline-Agent
SUN3F5,2022-12-17 00:00:00,5100,POL4321HEL,Offline-Agent
SUN3G8,2022-12-05 00:00:00,5100,POL4321HEL,Online-Website
SUN3JAE,2023-01-30 00:00:00,5100,POL4321HEL,Offline-Direct
SUN3KR,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Agent
SUN3LI,2023-01-22 00:00:00,5100,POL4321HEL,Offline-Agent
SUN3OFD,2022-12-09 00:00:00,5100,POL4321HEL,Offline-Agent
SUN3P1,2023-01-29 00:00:00,5100,POL4321HEL,Online-Website
SUN3S6M,2023-01-24 00:00:00,5100,POL4321HEL,Offline-Agent
SUN3XU,2023-01-13 00:00:00,5100,POL4321HEL,Offline-Agent
SUN42,2023-01-18 00:00:00,5100,POL4321HEL,Offline-Agent
SUN44BO,2023-01-29 00:00:00,5100,POL4321HEL,Offline-Agent
SUN46K,2022-12-16 00:00:00,5100,POL4321HEL,Offline-Direct
SUN49SZ,2022-12-04 00:00:00,5100,POL4321HEL,Offline-Agent
SUN49WC,2023-01-23 00:00:00,5100,POL4321HEL,Offline-Agent
SUN4BO4,2023-01-17 00:00:00,5100,POL4321HEL,Online-App
SUN4CHX,2023-01-01 00:00:00,5100,POL4321HEL,Offline-Agent
SUN4IAG,2022-12-25 00:00:00,5100,POL4321HEL,Offline-Agent
SUN4KOU,2023-01-07 00:00:00,5100,POL4321HEL,Online-App
SUN4L7T,2022-12-10 00:00:00,5100,POL4321HEL,Offline-Agent
SUN4M8,2022-12-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUN4N3,2023-01-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUN4ONC,2023-01-31 00:00:00,5100,POL4321HEL,Offline-Direct
SUN4PSQ,2023-01-08 00:00:00,5100,POL4321HEL,Online-App
SUN4VMN,2022-12-13 00:00:00,5100,POL4321HEL,Offline-Direct
SUN4YFS,2023-01-12 00:00:00,5100,POL4321HEL,Online-Website
SUN4YU,2023-01-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN543N,2023-01-20 00:00:00,5100,POL4321HEL,Offline-Agent
SUN57I,2022-12-22 00:00:00,5100,POL4321HEL,Offline-Agent
SUN587,2022-12-01 00:00:00,5100,POL4321HEL,Offline-Direct
SUN5AG7,2023-01-03 00:00:00,5100,POL4321HEL,Offline-Agent
SUN5BUS,2022-12-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN5DXT,2023-01-09 00:00:00,5100,POL4321HEL,Offline-Agent
SUN5MT8,2022-12-18 00:00:00,5100,POL4321HEL,Offline-Agent
SUN5RV,2022-12-16 00:00:00,5100,POL4321HEL,Online-Website
SUN5SBX,2022-12-25 00:00:00,5100,POL4321HEL,Offline-Agent
SUN60XQ,2022-12-10 00:00:00,5100,POL4321HEL,Online-App
SUN65Z,2023-01-12 00:00:00,5100,POL4321HEL,Offline-Agent
SUN688H,2022-12-28 00:00:00,5100,POL4321HEL,Offline-Direct
SUN6A5,2022-12-06 00:00:00,5100,POL4321HEL,Offline-Agent
SUN6CE4,2023-01-01 00:00:00,5100,POL4321HEL,Online-App
SUN6EDZ,2022-12-16 00:00:00,5100,POL4321HEL,Offline-Agent
SUN6HB8,2023-01-30 00:00:00,5100,POL4321HEL,Offline-Direct
SUN6JC,2022-12-05 00:00:00,5100,POL4321HEL,Offline-Agent
SUN6L73,2023-01-17 00:00:00,5100,POL4321HEL,Offline-Agent
SUN6PA,2022-12-17 00:00:00,5100,POL4321HEL,Offline-Agent
SUN6PU,2023-01-09 00:00:00,5100,POL4321HEL,Offline-Direct
SUN6XC4,2022-12-10 00:00:00,5100,POL4321HEL,Online-Website
SUN6Z5Q,2022-12-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN72M,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUN72P9,2023-01-22 00:00:00,5100,POL4321HEL,Offline-Agent
SUN73C,2022-12-31 00:00:00,5100,POL4321HEL,Offline-Direct
SUN78M,2023-01-09 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7AA,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7I11,2022-12-29 00:00:00,5100,POL4321HEL,Online-App
SUN7NQ5,2022-12-11 00:00:00,5100,POL4321HEL,Online-App
SUN7SR8,2023-01-14 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7TH,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Agent
SUN7Y3X,2023-01-25 00:00:00,5100,POL4321HEL,Offline-Agent
SUN87VU,2023-01-01 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8B3,2023-01-02 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8CGA,2023-01-24 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8FB,2023-01-21 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8MF,2023-01-22 00:00:00,5100,POL4321HEL,Online-App
SUN8PDB,2023-01-24 00:00:00,5100,POL4321HEL,Offline-Direct
SUN8SHG,2022-12-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8SVJ,2023-01-22 00:00:00,5100,POL4321HEL,Offline-Agent
SUN8U3,2023-01-31 00:00:00,5100,POL4321HEL,Offline-Direct
SUN8YN5,2023-01-04 00:00:00,5100,POL4321HEL,Offline-Agent
SUN9,2023-01-27 00:00:00,5100,POL4321HEL,Offline-Direct
SUN94H,2023-01-18 00:00:00,5100,POL4321HEL,Offline-Direct
SUN95GT,2022-12-02 00:00:00,5100,POL4321HEL,Offline-Direct
SUN96QS,2022-12-26 00:00:00,5100,POL4321HEL,Offline-Agent
SUN99QQ,2022-12-17 00:00:00,5100,POL4321HEL,Offline-Agent
SUN9BC,2022-12-12 00:00:00,5100,POL4321HEL,Offline-Agent
SUN9C2S,2022-12-13 00:00:00,5100,POL4321HEL,Offline-Agent
SUN9C9,2023-01-06 00:00:00,5100,POL4321HEL,Online-App
SUN9KN,2023-01-29 00:00:00,5100,POL4321HEL,Offline-Agent
SUN9PP,2023-01-21 00:00:00,5100,POL4321HEL,Offline-Agent
SUN9QU,2022-12-25 00:00:00,5100,POL4321HEL,Online-App
SUN9R7A,2023-01-14 00:00:00,5100,POL4321HEL,Offline-Direct
SUN9REY,2022-12-11 00:00:00,5100,POL4321HEL,Offline-Agent
SUNA30,2023-01-08 00:00:00,5100,POL4321HEL,Online-App
SUNAFF,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUNAOY,2023-01-20 00:00:00,5100,POL4321HEL,Offline-Agent
SUNAXJ1,2022-12-23 00:00:00,5100,POL4321HEL,Offline-Direct
SUNAXL,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Agent
SUNB0M,2023-01-06 00:00:00,5100,POL4321HEL,Offline-Agent
SUNBARS,2022-12-26 00:00:00,5100,POL4321HEL,Offline-Agent
SUNBB69,2023-01-16 00:00:00,5100,POL4321HEL,Online-App
SUNBGRE,2022-12-03 00:00:00,5100,POL4321HEL,Offline-Direct
SUNBIV4,2023-01-01 00:00:00,5100,POL4321HEL,Offline-Agent
SUNBM9,2023-01-21 00:00:00,5100,POL4321HEL,Offline-Direct
SUNBRL,2022-12-10 00:00:00,5100,POL4321HEL,Offline-Agent
SUNBS9,2023-01-10 00:00:00,5100,POL4321HEL,Offline-Agent
SUNBSB,2023-01-18 00:00:00,5100,POL4321HEL,Offline-Agent
SUNBY1G,2023-01-09 00:00:00,5100,POL4321HEL,Online-App
SUNBZM,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Agent
SUNC12,2023-01-08 00:00:00,5100,POL4321HEL,Offline-Direct
SUNC2C,2022-12-30 00:00:00,5100,POL4321HEL,Online-Website
SUNC2DM,2023-01-14 00:00:00,5100,POL4321HEL,Offline-Direct
SUNC2V2,2022-12-28 00:00:00,5100,POL4321HEL,Offline-Agent
SUNC4W7,2022-12-14 00:00:00,5100,POL4321HEL,Offline-Agent
SUNC7E,2023-01-07 00:00:00,5100,POL4321HEL,Offline-Agent
SUNC9W2,2022-12-31 00:00:00,5100,POL4321HEL,Offline-Agent
SUNCB4,2022-12-25 00:00:00,5100,POL4321HEL,Online-Website
SUNCGIQ,2022-12-10 00:00:00,5100,POL4321HEL,Offline-Agent
SUNCI6,2022-12-15 00:00:00,5100,POL4321HEL,Offline-Direct
SUNCSQ,2023-01-17 00:00:00,5100,POL4321HEL,Online-App
